x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,y
526200,15.2,-1.62,1.62,4.11,4.11,1.33,1.33,-4.4,4.4,60594.00,21.13,779170000,183.49,1
1809700,17.18,7.44,7.44,16.95,16.95,15.15,15.15,-5.5,5.5,5393037.00,29.99,746400000,183.51,0
3654500,14.65,13.57,13.57,8.92,8.92,21.07,21.07,-1.35,1.35,84452.00,130.95,788380000,183.52,0
158700,26.15,5.23,5.23,3.52,3.52,-3.15,3.15,-17.06,17.06,3471263.00,-15.1,1400000000,183.68,0
213200,18.05,3.44,3.44,7.12,7.12,12.46,12.46,16.08,16.08,0.00,0,562380000,183.74,1
700200,15.78,-2.77,2.77,3.34,3.34,5.48,5.48,2.53,2.53,5393037.00,29.99,1950000000,183.74,1
2030400,11.56,1.85,1.85,7.14,7.14,5.38,5.38,7.43,7.43,618000.00,-17.81,1590000000,183.75,0
475300,16.64,3.23,3.23,6.19,6.19,4.79,4.79,20.06,20.06,1661900.00,-3.88,1180000000,183.8,0
454800,20.7,2.73,2.73,4.02,4.02,7.25,7.25,-3.5,3.5,538231.00,3.61,203210000,183.8,1
2966000,13.91,7.25,7.25,8.42,8.42,23.75,23.75,20.54,20.54,995789.00,1.29,672700000,183.81,0
284000,35.5,1.28,1.28,5.34,5.34,5.34,5.34,-5.59,5.59,1114074.00,32.04,681920000,183.81,0
680000,30.24,4.13,4.13,6.48,6.48,9.53,9.53,8.93,8.93,121333.00,0,730020000,183.87,0
986500,21.7,1.78,1.78,3.53,3.53,14.33,14.33,12.44,12.44,109333.00,-14.83,301640000,183.89,0
293100,15.45,2.66,2.66,6.92,6.92,3,3,-2.83,2.83,60594.00,21.13,779170000,183.96,1
507200,27.72,2.97,2.97,10.7,10.7,11.59,11.59,11.41,11.41,1525400.00,-0.86,2010000000,183.97,0
119800,14.31,4.53,4.53,14.11,14.11,9.57,9.57,1.71,1.71,225958.00,11.2,196640000,184.02,0
631900,15.93,4.05,4.05,8.07,8.07,-1.3,1.3,3.51,3.51,909012000.00,-0.52,6680000000,184.04,0
439500,17,5.92,5.92,4.94,4.94,6.25,6.25,7.94,7.94,351097.00,40.17,414600000,184.07,1
3685200,20.42,2.25,2.25,7.64,7.64,12.01,12.01,24.82,24.82,624333.00,97.47,6350000000,184.07,1
1764300,28.05,2,2,11.44,11.44,13.47,13.47,23.35,23.35,0.00,0,3970000000,184.09,1
1438500,15,-1.32,1.32,4.17,4.17,6.76,6.76,27.12,27.12,152.00,0,1410000000,184.11,0
892000,22.67,13.18,13.18,13.98,13.98,-17.38,17.38,-18.22,18.22,76569.00,58.45,1080000000,184.11,1
725700,11.25,4.17,4.17,6.13,6.13,14.21,14.21,-5.06,5.06,457841.00,0.3,362240000,184.21,0
310600,31.73,1.31,1.31,6.41,6.41,7.93,7.93,-1.49,1.49,851794.00,67.08,509260000,184.21,0
5095400,22.28,3.15,3.15,15.8,15.8,15.74,15.74,13.21,13.21,853826.00,88.7,5890000000,184.21,1
502300,10.98,8.5,8.5,16.31,16.31,14.85,14.85,-20.84,20.84,6176.00,171.23,1420000000,184.27,1
166200,26.22,-4.03,4.03,9.2,9.2,8.21,8.21,-0.83,0.83,1715081.00,28.89,145800000,184.29,0
8209000,14.97,2.04,2.04,3.53,3.53,1.42,1.42,-5.73,5.73,2321947.00,85.99,568720000,184.3,0
178200,13.02,3.58,3.58,3.66,3.66,17.83,17.83,24,24,225958.00,11.2,196640000,184.39,1
804800,36.05,3.3,3.3,8.26,8.26,10.75,10.75,10.75,10.75,606299.00,0,643370000,184.43,0
201700,13.4,1.52,1.52,3.47,3.47,4.69,4.69,2.29,2.29,108885.00,14.48,129780000,184.48,0
737700,24.08,4.88,4.88,5.29,5.29,6.36,6.36,27.95,27.95,257654.00,22.15,2710000000,184.51,0
6174100,30.74,1.35,1.35,8.58,8.58,11.22,11.22,26.55,26.55,2562984.00,49.44,33480000000,184.52,0
1928900,20.2,1.71,1.71,3.01,3.01,5.81,5.81,4.88,4.88,398799.00,3.33,2300000000,184.53,0
1203100,11.34,5.98,5.98,3.94,3.94,15.01,15.01,46.32,46.32,5393037.00,29.99,849330000,184.57,0
393600,12.95,3.19,3.19,8.82,8.82,3.6,3.6,23.33,23.33,108885.00,14.48,129780000,184.58,0
311400,18.46,1.48,1.48,3.88,3.88,6.4,6.4,53.83,53.83,92008.00,27.87,1160000000,184.66,0
170100,24.25,1.89,1.89,3.02,3.02,9.04,9.04,5.02,5.02,3471263.00,-15.1,1400000000,184.69,1
734900,13.44,-3.66,3.66,5.25,5.25,19.89,19.89,-1.61,1.61,4578600.00,0,555990000,184.69,1
172100,13.55,-2.52,2.52,7.54,7.54,3.04,3.04,32.2,32.2,4408400.00,31.02,325320000,184.84,0
296000,17.79,5.14,5.14,3.55,3.55,8.81,8.81,3.31,3.31,2682000.00,8.98,579560000,184.85,1
599100,14.8,4.96,4.96,5.34,5.34,14.73,14.73,18.4,18.4,90857.00,42.13,745950000,184.85,1
1824600,15.45,1.38,1.38,3.55,3.55,3.48,3.48,8.19,8.19,353571.00,9.41,314460000,184.86,0
181400,10.49,4.9,4.9,3.45,3.45,2.34,2.34,5.75,5.75,520894.00,-9.97,120570000,184.9,0
26977700,28.53,2.7,2.7,15.69,15.69,43.66,43.66,73.75,73.75,12937000.00,-8.75,1450000000,184.92,1
199200,13.25,1.53,1.53,6.51,6.51,7.11,7.11,14.22,14.22,5393037.00,29.99,72980000,184.93,0
265400,13.5,1.89,1.89,6.72,6.72,14.41,14.41,18.94,18.94,60594.00,21.13,779170000,184.95,0
1846600,26.63,-3.27,3.27,3.58,3.58,-22.59,22.59,-21.19,21.19,3239902.00,-1.95,176520000,184.99,1
311900,27.17,1.3,1.3,8.29,8.29,11.31,11.31,42.48,42.48,1433342.00,0,2470000000,185.02,0
3167600,21.9,-1.75,1.75,3.79,3.79,7.14,7.14,3.94,3.94,12564000.00,4.28,5560000000,185.04,0
139700,11.75,6.24,6.24,6.33,6.33,-1.76,1.76,-16.96,16.96,225958.00,11.2,196640000,185.05,0
2282000,33.73,5.94,5.94,4.1,4.1,5.44,5.44,20.85,20.85,10063000.00,23.17,9740000000,185.05,0
308700,33.75,2.12,2.12,31.58,31.58,29.56,29.56,25,25,162720.00,7.41,352850000,185.16,1
3369600,14.07,4.3,4.3,48.89,48.89,39.31,39.31,49.2,49.2,109333.00,-14.83,301640000,185.2,1
274100,21.42,8.84,8.84,15.78,15.78,9.12,9.12,-2.33,2.33,0.00,0,1090000000,185.22,0
517000,21.35,3.39,3.39,11.9,11.9,17.31,17.31,20.28,20.28,1549813.00,29.98,251960000,185.22,0
192100,12.35,-1.59,1.59,7.39,7.39,6.93,6.93,10.27,10.27,22504.00,48.53,186900000,185.23,0
94000,20.1,3.61,3.61,5.51,5.51,50,50,47.79,47.79,174679.00,-2.98,59790000,185.29,0
1784100,11.84,5.06,5.06,5.06,5.06,2.87,2.87,37.2,37.2,995789.00,1.29,672700000,185.32,0
713700,11.6,8.41,8.41,20.21,20.21,22.75,22.75,24.73,24.73,457841.00,0.3,362240000,185.33,0
210700,38.35,3.79,3.79,3.23,3.23,-2.29,2.29,-11.64,11.64,5393037.00,29.99,553030000,185.33,0
465700,38.8,2.24,2.24,6.16,6.16,4.3,4.3,1.97,1.97,0.00,-100,1260000000,185.34,0
502300,29.51,1.69,1.69,7.98,7.98,6.27,6.27,3.51,3.51,92008.00,27.87,1160000000,185.35,0
2043200,31.95,-1.39,1.39,3.77,3.77,-2.02,2.02,-5.97,5.97,10063000.00,23.17,9740000000,185.46,0
1037200,17.24,4.48,4.48,3.48,3.48,2.25,2.25,-0.92,0.92,1819000.00,7.13,1010000000,185.47,0
286200,23.7,-3.46,3.46,15.05,15.05,17.91,17.91,27.08,27.08,5393037.00,29.99,481540000,185.47,0
145300,38.39,-1.29,1.29,17.04,17.04,9.16,9.16,7.57,7.57,1216197.00,20.8,527040000,185.54,0
1192900,27.71,3.9,3.9,5.36,5.36,9.7,9.7,26.76,26.76,5393037.00,29.99,2580000000,185.55,0
206700,25.94,3.22,3.22,38.42,38.42,38.35,38.35,34.54,34.54,896900.00,-29.12,799270000,185.57,0
1146000,18.74,2.68,2.68,15.32,15.32,5.34,5.34,-6.35,6.35,264734.00,36.19,3260000000,185.6,0
2424800,10.98,4.47,4.47,12.85,12.85,8.61,8.61,38.99,38.99,79110.00,12.05,26670000,185.6,1
651000,21.05,11.67,11.67,10.79,10.79,11.97,11.97,26.81,26.81,0.00,0,562380000,185.61,0
1688000,21.75,14.17,14.17,11.83,11.83,13.28,13.28,-2.47,2.47,1549813.00,29.98,251960000,185.61,1
416900,19.78,2.28,2.28,6.69,6.69,-1.35,1.35,0.05,0.05,2500.00,100,2200000000,185.67,0
3302600,30.58,1.26,1.26,10.68,10.68,9.33,9.33,9.53,9.53,603693.00,36.82,5900000000,185.71,0
494800,13.4,3.08,3.08,6.35,6.35,3.88,3.88,20.72,20.72,90857.00,42.13,745950000,185.71,0
2919200,18.4,5.38,5.38,8.36,8.36,9.13,9.13,25.08,25.08,1350759.00,72.18,5120000000,185.76,0
2143200,11.46,1.78,1.78,5.72,5.72,7.3,7.3,30.38,30.38,995789.00,1.29,672700000,185.79,0
1803400,13.03,2.68,2.68,15.51,15.51,25.29,25.29,9.77,9.77,5393037.00,29.99,2990000000,185.81,0
1179000,10.7,2,2,4.59,4.59,11.92,11.92,15.55,15.55,995789.00,1.29,672700000,185.83,0
260300,18.18,6.32,6.32,3.35,3.35,-6.67,6.67,5.76,5.76,11284.00,-13.91,2380000000,185.95,1
222100,14.55,1.75,1.75,7.38,7.38,15.48,15.48,44.78,44.78,4408400.00,31.02,325320000,186,0
989900,13.81,5.42,5.42,7.14,7.14,10.3,10.3,14.13,14.13,5393037.00,29.99,113360000,186.03,0
888400,36.75,1.77,1.77,15.02,15.02,19.32,19.32,18.21,18.21,264734.00,36.19,3260000000,186.13,0
1194100,26.08,-3.66,3.66,5.16,5.16,13.05,13.05,16.43,16.43,5393037.00,29.99,2580000000,186.15,0
3291400,25.01,2.21,2.21,3.26,3.26,10.57,10.57,21.82,21.82,216824.00,46.8,2070000000,186.2,0
5136200,13.99,2.04,2.04,7.53,7.53,10.94,10.94,50.43,50.43,711502.00,13.68,1230000000,186.22,0
200000,12.65,4.98,4.98,10.48,10.48,15.53,15.53,21.63,21.63,440.00,0.69,236290000,186.22,1
214400,33.85,-1.46,1.46,4.48,4.48,3.04,3.04,17.53,17.53,108472.00,12.64,743750000,186.25,0
380300,34.18,3.73,3.73,5.27,5.27,-10.59,10.59,-8.36,8.36,1690084.00,144.41,62130000,186.27,0
1279600,24,1.48,1.48,7.38,7.38,2.78,2.78,10.09,10.09,3400000.00,1.09,2020000000,186.32,0
3123800,23.58,6.26,6.26,14.19,14.19,25.43,25.43,49.52,49.52,251247.00,0,1520000000,186.32,1
682900,39.05,4.5,4.5,12.63,12.63,14.82,14.82,-16.18,16.18,12926.00,100,3640000000,186.36,0
2508000,10.59,4.75,4.75,6.75,6.75,10.77,10.77,46.88,46.88,1893200.00,0,553400000,186.4,0
2181500,10.34,-1.9,1.9,3.5,3.5,8.16,8.16,16.05,16.05,995789.00,1.29,672700000,186.41,0
280400,16.55,-2.07,2.07,5.35,5.35,5.35,5.35,8.03,8.03,60594.00,21.13,779170000,186.44,0
200777300,14.17,-1.46,1.46,23.86,23.86,18.48,18.48,30.12,30.12,5393037.00,29.99,55640000000,186.45,0
121000,19.4,1.84,1.84,44.78,44.78,44.78,44.78,48.09,48.09,174679.00,-2.98,59790000,186.47,0
5760100,20.09,4.2,4.2,20.23,20.23,14.73,14.73,27.56,27.56,5393037.00,29.99,2700000000,186.48,1
310700,22.01,4.81,4.81,11.39,11.39,11.33,11.33,3.09,3.09,2500.00,100,2200000000,186.49,0
2527500,11.5,8.49,8.49,25,25,46.5,46.5,91.67,91.67,5393037.00,29.99,189830000,186.49,1
534700,22.6,3.91,3.91,4.15,4.15,2.26,2.26,1.57,1.57,24016907.00,38.96,1130000000,186.56,1
167800,21.37,1.42,1.42,3.59,3.59,6.16,6.16,50.81,50.81,5393037.00,29.99,263930000,186.67,0
1085800,39.95,5.41,5.41,9.72,9.72,12.38,12.38,21.06,21.06,1433342.00,0,2470000000,186.69,0
814100,15.09,2.79,2.79,9.11,9.11,8.72,8.72,24.81,24.81,1096523.00,18.63,806860000,186.72,0
2288000,22.57,4.25,4.25,7.53,7.53,18.85,18.85,39.84,39.84,2156.00,-30.25,3490000000,186.75,0
102600,20,3.79,3.79,14.88,14.88,14.22,14.22,9.59,9.59,33655943.00,174.82,948470000,186.76,0
267700,27.96,3.17,3.17,8.67,8.67,11.31,11.31,11.93,11.93,106732.00,-7.11,1190000000,186.77,0
151400,19.27,1.96,1.96,10.68,10.68,7.06,7.06,6,6,33655943.00,174.82,948470000,186.8,0
1913100,33.99,5.33,5.33,5.92,5.92,1.68,1.68,11.52,11.52,454462.00,0,12740000000,186.84,1
1013400,15.45,2.39,2.39,11.71,11.71,11.63,11.63,26.23,26.23,1096523.00,18.63,806860000,186.88,0
695500,15.56,7.61,7.61,11.46,11.46,5.56,5.56,8.06,8.06,5393037.00,29.99,165560000,186.9,1
768700,23.45,1.52,1.52,23.1,23.1,20.57,20.57,12.74,12.74,1549813.00,29.98,251960000,186.96,0
407900,13.12,14.59,14.59,18.3,18.3,23.77,23.77,49.6,49.6,0.00,0,534540000,186.97,1
2479900,18.15,8.29,8.29,12.8,12.8,18.86,18.86,20.76,20.76,5393037.00,29.99,746400000,186.99,0
727100,16.62,1.59,1.59,4.2,4.2,-3.48,3.48,-1.77,1.77,2682000.00,8.98,579560000,187.02,0
762400,13.36,9.51,9.51,14.88,14.88,8.27,8.27,23.36,23.36,4740.00,15.44,2300000000,187.06,0
1048200,28.17,-2.36,2.36,12.23,12.23,5.47,5.47,5.51,5.51,1955467.00,127.68,16000000000,187.06,1
458400,29.39,3.41,3.41,3.12,3.12,3.89,3.89,20.5,20.5,121333.00,0,730020000,187.07,0
474000,20,5.54,5.54,12.36,12.36,20.99,20.99,22.03,22.03,0.00,0,1090000000,187.12,0
171800,15.2,4.83,4.83,8.19,8.19,-1.3,1.3,10.55,10.55,378206.00,8.9,253110000,187.13,0
2130900,23.31,2.37,2.37,11.85,11.85,14.66,14.66,60.43,60.43,216824.00,46.8,2070000000,187.14,0
328900,17.05,-3.94,3.94,6.23,6.23,8.6,8.6,6.56,6.56,351097.00,40.17,414600000,187.22,1
214100,14.85,1.37,1.37,7.61,7.61,8.79,8.79,7.61,7.61,378206.00,8.9,253110000,187.25,0
3026400,16.67,7.27,7.27,18.82,18.82,16.09,16.09,35.53,35.53,251247.00,0,1520000000,187.25,1
138700,17.26,5.76,5.76,8.49,8.49,14.15,14.15,3.11,3.11,903582.00,6.42,170250000,187.32,0
2275200,15.83,-1.62,1.62,3.94,3.94,4.28,4.28,-0.69,0.69,1733704.00,47.05,1090000000,187.32,1
370100,17.99,1.47,1.47,6.45,6.45,7.02,7.02,18.67,18.67,77347.00,7.67,351970000,187.36,0
516900,19.01,7.04,7.04,7.71,7.71,-4.57,4.57,13.76,13.76,5393037.00,29.99,45650000,187.38,0
585200,17.36,-2.58,2.58,15.73,15.73,11.57,11.57,9.25,9.25,11284.00,-13.91,2380000000,187.42,0
349800,26.86,2.79,2.79,4.31,4.31,10.13,10.13,28.82,28.82,121333.00,0,730020000,187.46,0
227100,11.75,2.17,2.17,6.82,6.82,25.67,25.67,39.88,39.88,443094.00,9.94,47360000,187.5,0
307700,18.25,5.8,5.8,29.89,29.89,21.26,21.26,15.87,15.87,12926.00,100,3640000000,187.5,0
367500,29.73,2.27,2.27,4.61,4.61,5.09,5.09,21.6,21.6,121333.00,0,730020000,187.54,0
395800,11.27,3.68,3.68,3.78,3.78,21.05,21.05,0,0,4740.00,15.44,2300000000,187.57,0
353500,34.35,-1.29,1.29,6.02,6.02,4.57,4.57,15.46,15.46,108472.00,12.64,743750000,187.6,0
1375700,26.36,3.09,3.09,7.46,7.46,1.38,1.38,4.03,4.03,5393037.00,29.99,909220000,187.63,0
948100,14.16,2.98,2.98,3.36,3.36,2.68,2.68,8.59,8.59,5393037.00,29.99,2990000000,187.66,1
641200,39.95,-1.53,1.53,4.66,4.66,12.41,12.41,16.92,16.92,5393037.00,29.99,602150000,187.73,0
2251100,38.75,-6.74,6.74,4.17,4.17,8.85,8.85,0.39,0.39,6909417.00,4.58,4270000000,187.74,0
206600,15.5,1.64,1.64,7.64,7.64,8.01,8.01,2.99,2.99,60594.00,21.13,779170000,187.74,0
200200,13.5,4.25,4.25,6.3,6.3,5.88,5.88,7.57,7.57,108885.00,14.48,129780000,187.78,0
423100,19.08,5.24,5.24,12.37,12.37,4.84,4.84,6.35,6.35,0.00,0,1090000000,187.78,0
9115900,22.92,4.66,4.66,3.52,3.52,8.63,8.63,12.41,12.41,12564000.00,4.28,5560000000,187.78,1
427600,26.93,3.86,3.86,10.05,10.05,11.19,11.19,11.24,11.24,5393037.00,29.99,451500000,187.79,0
4293600,21.17,-2.08,2.08,6.54,6.54,5.59,5.59,-5.66,5.66,12564000.00,4.28,5560000000,187.88,0
1624700,19.45,5.71,5.71,7.46,7.46,8.06,8.06,-7.6,7.6,248069.00,40.13,7920000000,187.95,0
2456600,18.04,7.64,7.64,20.03,20.03,22.72,22.72,9.4,9.4,5393037.00,29.99,746400000,187.97,0
1321500,11.06,4.93,4.93,3.36,3.36,-3.24,3.24,18.04,18.04,5393037.00,29.99,849330000,187.98,0
4149100,23.5,4.35,4.35,8.9,8.9,11.69,11.69,27.65,27.65,5393037.00,29.99,8660000000,187.98,0
432700,16.84,1.32,1.32,5.58,5.58,-1,1,-3.22,3.22,2682000.00,8.98,579560000,188.04,0
238400,26.65,-3.13,3.13,4.31,4.31,-2.88,2.88,16.68,16.68,1715081.00,28.89,145800000,188.06,0
83900,12.1,3.95,3.95,4.67,4.67,6.89,6.89,1.85,1.85,34416.00,1.55,164710000,188.12,0
1519100,22.23,-2.59,2.59,5.51,5.51,10.87,10.87,35.3,35.3,321084.00,25.88,4590000000,188.13,0
1731000,19.26,2.83,2.83,5.82,5.82,8.14,8.14,31.11,31.11,251247.00,0,1520000000,188.15,0
1465200,33.09,1.78,1.78,3.93,3.93,-2.62,2.62,5.62,5.62,10063000.00,23.17,9740000000,188.21,0
241200,32.5,2.04,2.04,13.64,13.64,7.97,7.97,13.64,13.64,108472.00,12.64,743750000,188.24,0
866800,19.93,-6.56,6.56,10.91,10.91,15.2,15.2,17.86,17.86,0.00,0,1090000000,188.24,0
1478000,16.24,-4.02,4.02,16.5,16.5,11.31,11.31,0.25,0.25,2156.00,-30.25,3490000000,188.25,1
253500,29.35,1.31,1.31,4.45,4.45,16.1,16.1,2.05,2.05,1360043.00,27.74,1480000000,188.26,0
486600,15.4,2.33,2.33,5.12,5.12,4.41,4.41,4.41,4.41,440.00,0.69,236290000,188.31,0
698500,38.14,3.75,3.75,4.75,4.75,9.28,9.28,15.86,15.86,1433342.00,0,2470000000,188.31,0
873100,16.46,10.84,10.84,14.78,14.78,-3.74,3.74,-7.94,7.94,90857.00,42.13,745950000,188.35,0
1598500,21.65,2.12,2.12,3.59,3.59,14.01,14.01,31.21,31.21,2156.00,-30.25,3490000000,188.44,0
2072600,20.9,-3.91,3.91,8.12,8.12,4.76,4.76,11.41,11.41,109333.00,-14.83,301640000,188.46,0
111300,12.5,11.11,11.11,10.62,10.62,16.82,16.82,11.11,11.11,47034.00,36.43,249280000,188.46,1
631500,17.75,4.11,4.11,17.16,17.16,18.73,18.73,28.62,28.62,5393037.00,29.99,324960000,188.49,0
1016500,18.51,3.47,3.47,3.29,3.29,7.24,7.24,22.02,22.02,181743.00,8.79,373440000,188.55,0
1808600,20.72,5.88,5.88,7.36,7.36,8.31,8.31,21.52,21.52,251247.00,0,1520000000,188.64,0
687200,26.26,8.29,8.29,10.34,10.34,11.55,11.55,19.36,19.36,3471263.00,-15.1,1400000000,188.69,1
1970900,19.28,3.38,3.38,5.59,5.59,28.45,28.45,14.76,14.76,1893200.00,0,553400000,188.7,0
599800,12.59,2.61,2.61,5.62,5.62,15.82,15.82,1.7,1.7,455154.00,12.56,706190000,188.71,0
136800,30.25,3.74,3.74,8.81,8.81,22.17,22.17,16.66,16.66,5393037.00,29.99,1720000000,188.71,0
544000,19.57,3.33,3.33,4.71,4.71,12.15,12.15,21.1,21.1,1379988.00,50.67,10600000000,188.72,0
1349200,18.34,5.34,5.34,11.69,11.69,14.63,14.63,-11.06,11.06,109333.00,-14.83,301640000,188.72,0
52700,23.8,-1.53,1.53,3.16,3.16,-8.25,8.25,22.49,22.49,896900.00,-29.12,799270000,188.77,0
6566300,16.96,1.25,1.25,3.41,3.41,36.01,36.01,47.22,47.22,853826.00,88.7,5890000000,188.79,0
2478500,15.83,2.46,2.46,4.63,4.63,6.03,6.03,10.85,10.85,353571.00,9.41,314460000,188.79,0
129100,26.57,5.14,5.14,7.27,7.27,8.4,8.4,22.56,22.56,201246.00,-13.48,493050000,188.8,0
749000,26.1,-1.88,1.88,4.61,4.61,10.69,10.69,11.78,11.78,3400000.00,1.09,2020000000,188.82,0
887600,38.9,3.6,3.6,4.01,4.01,1.97,1.97,27.96,27.96,937237.00,54.39,6470000000,188.85,0
81900,37.76,-1.79,1.79,3.23,3.23,-1.92,1.92,-0.5,0.5,1216197.00,20.8,527040000,188.88,0
200600,17.42,3.08,3.08,3.08,3.08,10.88,10.88,14.08,14.08,60594.00,21.13,779170000,188.89,0
398700,16.43,-1.26,1.26,4.85,4.85,7.39,7.39,15.54,15.54,1661900.00,-3.88,1180000000,188.89,0
9648100,12.21,-6.72,6.72,32.29,32.29,7.48,7.48,178.13,178.13,230604.00,14.97,290280000,188.96,1
660600,20.64,3.2,3.2,4.88,4.88,18.62,18.62,22.57,22.57,317373.00,13.06,20460000,189.02,1
1022300,11.43,8.34,8.34,4.77,4.77,6.13,6.13,42.88,42.88,5393037.00,29.99,849330000,189.04,0
203400,10.76,3.66,3.66,8.36,8.36,17.72,17.72,22,22,225958.00,11.2,196640000,189.14,1
543500,26.34,2.93,2.93,11.42,11.42,-5.73,5.73,3.09,3.09,4193700.00,1.51,262720000,189.15,0
5823700,18.75,16.82,16.82,14.33,14.33,10.62,10.62,-4.09,4.09,8198.00,2407.03,365650000,189.19,1
167454400,12.28,-4.81,4.81,12.66,12.66,10.43,10.43,13.81,13.81,5393037.00,29.99,55640000000,189.24,0
789700,30.93,3.62,3.62,6.58,6.58,13.17,13.17,11.18,11.18,92008.00,27.87,1160000000,189.24,1
315200,13.9,3.35,3.35,16.32,16.32,26.36,26.36,24.66,24.66,443094.00,9.94,47360000,189.25,1
584500,17,1.49,1.49,6.58,6.58,8.63,8.63,18.06,18.06,3400000.00,1.09,2020000000,189.29,1
688600,11.73,-1.84,1.84,6.06,6.06,-3.69,3.69,-16.21,16.21,655407.00,-4.26,372230000,189.35,1
378200,10.17,3.99,3.99,7.73,7.73,3.46,3.46,45.08,45.08,19626.00,64.18,630750000,189.35,1
1452000,22.55,3.2,3.2,4.4,4.4,16.84,16.84,5.87,5.87,248069.00,40.13,7920000000,189.4,0
685900,14.38,4.58,4.58,7.63,7.63,9.27,9.27,13.95,13.95,1661900.00,-3.88,1180000000,189.47,0
2537700,11.96,11.36,11.36,6.69,6.69,-16.48,16.48,-11.41,11.41,5393037.00,29.99,3470000000,189.49,0
1174500,18.5,6.32,6.32,8.5,8.5,25.85,25.85,30.28,30.28,5393037.00,29.99,324960000,189.52,0
423200,16,5.26,5.26,6.31,6.31,6.67,6.67,2.24,2.24,60594.00,21.13,779170000,189.52,0
1115700,12.63,7.67,7.67,17.71,17.71,18.93,18.93,43.2,43.2,14857.00,-48.38,401020000,189.63,0
1078400,14.7,4.63,4.63,13.95,13.95,15.29,15.29,28.38,28.38,90857.00,42.13,745950000,189.69,1
1163600,22.14,2.03,2.03,5.63,5.63,1.79,1.79,9.6,9.6,109333.00,-14.83,301640000,189.72,0
75000,38.75,1.71,1.71,4.87,4.87,-1.27,1.27,-9.36,9.36,5393037.00,29.99,553030000,189.73,0
2059600,14.5,2.76,2.76,20.33,20.33,21.44,21.44,10.43,10.43,5393037.00,29.99,3470000000,189.73,0
236600,36.2,1.97,1.97,4.78,4.78,5.39,5.39,11.9,11.9,108472.00,12.64,743750000,189.8,0
285000,14.75,1.37,1.37,8.86,8.86,5.36,5.36,47.5,47.5,4408400.00,31.02,325320000,189.84,0
869600,37.8,4.56,4.56,4.85,4.85,13.51,13.51,13,13,606299.00,0,643370000,189.9,0
2902100,11.28,3.2,3.2,4.64,4.64,5.42,5.42,24.09,24.09,411381.00,12.23,1070000000,189.92,0
535100,11.3,-2.59,2.59,12.44,12.44,19.58,19.58,19.58,19.58,457841.00,0.3,362240000,190,0
221800,12.54,2.7,2.7,3.98,3.98,2.7,2.7,-7.52,7.52,120065.00,80.01,109770000,190.02,1
508400,14.58,1.96,1.96,9.87,9.87,4.74,4.74,4.52,4.52,1379988.00,50.67,10600000000,190.06,0
6874400,27.66,5.25,5.25,17.15,17.15,16.41,16.41,14.68,14.68,70615000.00,-7.13,14920000000,190.07,0
566200,38.29,2.93,2.93,6.42,6.42,11.83,11.83,29.27,29.27,53019.00,2.43,1840000000,190.17,1
1856300,14.75,8.38,8.38,9.83,9.83,15.78,15.78,-8.21,8.21,4740.00,15.44,2300000000,190.19,1
231200,16.87,-1.35,1.35,4.52,4.52,11.28,11.28,19.39,19.39,77347.00,7.67,351970000,190.32,0
3559300,33.82,2.45,2.45,6.22,6.22,5,5,14.84,14.84,2562984.00,49.44,33480000000,190.33,0
4938300,28.97,-5.26,5.26,4.85,4.85,4.1,4.1,2.11,2.11,603693.00,36.82,5900000000,190.41,0
6296400,27.89,-3.59,3.59,3.95,3.95,6.74,6.74,26.6,26.6,2562984.00,49.44,33480000000,190.46,0
154600,10.44,1.46,1.46,3.37,3.37,-4.66,4.66,9.78,9.78,520894.00,-9.97,120570000,190.68,0
2565800,19.5,3.83,3.83,7.2,7.2,4.22,4.22,21.57,21.57,1350759.00,72.18,5120000000,190.71,0
2748500,37.03,2.8,2.8,4.69,4.69,8.62,8.62,6.71,6.71,454462.00,0,12740000000,190.72,0
372900,10.12,4.22,4.22,4.44,4.44,5.86,5.86,-28.33,28.33,6176.00,171.23,1420000000,190.72,1
1114200,17.28,-5.68,5.68,14.89,14.89,36.6,36.6,65.52,65.52,0.00,0,1090000000,190.79,0
2152100,20.43,2.56,2.56,8.44,8.44,8.15,8.15,29.88,29.88,1350759.00,72.18,5120000000,190.8,1
1682300,18.4,5.44,5.44,12.2,12.2,4.84,4.84,6.79,6.79,8198.00,2407.03,365650000,190.83,0
7602100,24.02,7.81,7.81,24.71,24.71,24.78,24.78,24.46,24.46,853826.00,88.7,5890000000,190.86,0
92900,11.45,2.23,2.23,3.25,3.25,1.51,1.51,32.68,32.68,0.00,0,534540000,190.91,1
380100,11.7,3.08,3.08,4.37,4.37,1.74,1.74,0.86,0.86,1602408.00,9.09,122030000,191.03,0
1306200,12.36,5.1,5.1,7.01,7.01,19.88,19.88,5.01,5.01,1819000.00,7.13,1010000000,191.09,0
457100,15.1,2.72,2.72,5.96,5.96,9.82,9.82,23.27,23.27,3756000.00,0,250020000,191.09,1
880200,18.38,-1.5,1.5,3.08,3.08,-19.46,19.46,-23.32,23.32,0.00,0,163470000,191.11,0
520800,12.32,-5.95,5.95,8.17,8.17,13.86,13.86,-2.22,2.22,457841.00,0.3,362240000,191.11,1
1653500,28.28,2.35,2.35,5.76,5.76,4.2,4.2,8.1,8.1,5393037.00,29.99,909220000,191.15,1
